,index,date,boatName,mmsi,imo,portAfter,portBefore,ts_in,ts_out,timeTo,distTo,first_ts_in_next_port,mean_sog,max_sog,segment_id
109,58,2012-07-23,ISLAND PRINCESS,310384000,9230402,Hubbard Glacier,Skagway,2012-07-23 06:04:04-08:00,2012-07-23 15:17:05-08:00,72.886,703.25,2012-07-26 16:10:15-08:00,15.956453305351522,19.0,ISLAND_PRINCESS_0088
110,97,2012-07-23,SAPPHIRE PRINCESS,310405000,9228186,Skagway,Glacier Bay,2012-07-23 09:38:07-08:00,2012-07-23 19:13:08-08:00,9.399,118.54,2012-07-24 04:37:04-08:00,12.635587188612101,15.9,SAPPHIRE_PRINCESS_0082
111,159,2012-07-24,WESTERDAM,244128000,9226891,atSea,atSea,2012-07-24 07:05:09-08:00,2012-07-24 17:39:02-08:00,39.862,359.66,2012-07-26 06:19:03-08:00,11.540738728951657,22.7,WESTERDAM_0064
112,120,2012-07-24,STATENDAM,244078000,8919245,Haines,Glacier Bay,2012-07-24 09:53:04-08:00,2012-07-24 19:05:03-08:00,10.734,105.0,2012-07-25 05:49:04-08:00,9.784579439252337,11.2,STATENDAM_0074
113,44,2012-07-25,GOLDEN PRINCESS,310344000,9192351,Ketchikan,Skagway,2012-07-25 05:48:02-08:00,2012-07-25 14:39:09-08:00,14.981,301.53,2012-07-26 05:38:01-08:00,20.141248606465993,23.6,GOLDEN_PRINCESS_0074
114,198,2012-07-25,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-07-25 06:03:08-08:00,2012-07-25 15:06:07-08:00,18.332,327.96,2012-07-26 09:26:02-08:00,17.872545281220212,21.2,ZUIDERDAM_0086
115,79,2012-07-26,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-07-26 05:56:03-08:00,2012-07-26 14:27:04-08:00,14.934,303.27,2012-07-27 05:23:05-08:00,20.33652762119504,24.7,NORWEGIAN_PEARL_0286
116,31,2012-07-26,DIAMOND PRINCESS,310404000,9228198,Hubbard Glacier,Skagway,2012-07-26 06:08:03-08:00,2012-07-26 15:14:03-08:00,72.702,732.09,2012-07-29 15:56:10-08:00,16.87765843179377,19.2,DIAMOND_PRINCESS_0094
117,180,2012-07-27,ZAANDAM,246442000,9156527,Glacier Bay,Skagway,2012-07-27 07:03:02-08:00,2012-07-27 16:15:09-08:00,89.214,263.26,2012-07-31 09:28:00-08:00,12.083176312247645,18.1,ZAANDAM_0098
118,59,2012-07-27,ISLAND PRINCESS,310384000,9230402,Skagway,Hubbard Glacier,2012-07-27 09:04:00-08:00,2012-07-27 18:36:02-08:00,11.534,117.88,2012-07-28 06:08:04-08:00,10.236956521739131,13.8,ISLAND_PRINCESS_0092
119,14,2012-07-28,CORAL PRINCESS,310376000,9229659,Glacier Bay,Skagway,2012-07-28 06:00:01-08:00,2012-07-28 14:52:05-08:00,90.115,276.15,2012-08-01 08:59:00-08:00,14.474860335195531,19.2,CORAL_PRINCESS_0088
120,140,2012-07-29,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-07-29 06:49:05-08:00,2012-07-29 15:57:04-08:00,17.451,304.59,2012-07-30 09:24:08-08:00,17.469856459330142,20.4,VOLENDAM_0102
121,32,2012-07-30,DIAMOND PRINCESS,310404000,9228198,Skagway,Hubbard Glacier,2012-07-30 09:15:07-08:00,2012-07-30 19:17:00-08:00,9.618,117.44,2012-07-31 04:54:04-08:00,12.223851590106007,13.4,DIAMOND_PRINCESS_0098
122,160,2012-07-31,WESTERDAM,244128000,9226891,atSea,atSea,2012-07-31 07:10:10-08:00,2012-07-31 18:19:10-08:00,40.084,315.37,2012-08-02 06:18:08-08:00,10.174349030470914,19.9,WESTERDAM_0070
123,181,2012-07-31,ZAANDAM,246442000,9156527,Haines,Glacier Bay,2012-07-31 09:48:11-08:00,2012-07-31 19:19:04-08:00,10.35,106.9,2012-08-01 05:40:05-08:00,10.232633279483037,13.0,ZAANDAM_0100
124,199,2012-08-01,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-08-01 06:14:07-08:00,2012-08-01 15:11:12-08:00,18.581,327.02,2012-08-02 09:46:04-08:00,17.662735849056602,21.0,ZUIDERDAM_0094
125,15,2012-08-01,CORAL PRINCESS,310376000,9229659,Skagway,Glacier Bay,2012-08-01 09:19:10-08:00,2012-08-01 19:14:06-08:00,9.466,116.34,2012-08-02 04:42:04-08:00,12.308703374777975,14.3,CORAL_PRINCESS_0090
126,80,2012-08-02,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-08-02 05:54:00-08:00,2012-08-02 14:45:01-08:00,14.767,301.27,2012-08-03 05:31:03-08:00,20.43438914027149,24.1,NORWEGIAN_PEARL_0298
127,98,2012-08-02,SAPPHIRE PRINCESS,310405000,9228186,Hubbard Glacier,Skagway,2012-08-02 06:21:00-08:00,2012-08-02 16:00:09-08:00,72.299,707.28,2012-08-05 16:18:06-08:00,15.698745724059291,19.6,SAPPHIRE_PRINCESS_0096
128,121,2012-08-03,STATENDAM,244078000,8919245,Glacier Bay,Skagway,2012-08-03 06:53:12-08:00,2012-08-03 16:04:05-08:00,89.534,158.02,2012-08-07 09:36:07-08:00,12.817260787992494,20.8,STATENDAM_0088
129,141,2012-08-05,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-08-05 06:56:01-08:00,2012-08-05 16:29:03-08:00,16.816,301.96,2012-08-06 09:18:02-08:00,17.978848063555116,21.5,VOLENDAM_0110
130,60,2012-08-06,ISLAND PRINCESS,310384000,9230402,Hubbard Glacier,Skagway,2012-08-06 06:05:15-08:00,2012-08-06 15:03:01-08:00,73.013,702.28,2012-08-09 16:03:48-08:00,16.4151024811219,20.8,ISLAND_PRINCESS_0106
131,99,2012-08-06,SAPPHIRE PRINCESS,310405000,9228186,Skagway,Hubbard Glacier,2012-08-06 09:41:25-08:00,2012-08-06 19:16:03-08:00,9.368,117.36,2012-08-07 04:38:07-08:00,12.549107142857142,14.2,SAPPHIRE_PRINCESS_0100
132,161,2012-08-07,WESTERDAM,244128000,9226891,atSea,atSea,2012-08-07 07:05:08-08:00,2012-08-07 17:51:07-08:00,42.198,378.95,2012-08-09 06:17:08-08:00,11.610816432657307,22.1,WESTERDAM_0076
133,122,2012-08-07,STATENDAM,244078000,8919245,Haines,Glacier Bay,2012-08-07 10:01:07-08:00,2012-08-07 19:10:05-08:00,10.634,105.44,2012-08-08 05:48:06-08:00,9.921383647798741,12.6,STATENDAM_0090
134,45,2012-08-08,GOLDEN PRINCESS,310344000,9192351,Ketchikan,Skagway,2012-08-08 05:48:05-08:00,2012-08-08 14:37:00-08:00,14.967,302.81,2012-08-09 05:35:02-08:00,20.264062499999998,22.8,GOLDEN_PRINCESS_0090
135,200,2012-08-08,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-08-08 06:03:04-08:00,2012-08-08 14:58:04-08:00,18.769,326.99,2012-08-09 09:44:13-08:00,17.37007434944238,19.6,ZUIDERDAM_0102
136,81,2012-08-09,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-08-09 05:54:05-08:00,2012-08-09 14:35:00-08:00,14.934,301.61,2012-08-10 05:31:02-08:00,20.2222972972973,24.2,NORWEGIAN_PEARL_0316
137,33,2012-08-09,DIAMOND PRINCESS,310404000,9228198,Hubbard Glacier,Skagway,2012-08-09 06:19:06-08:00,2012-08-09 15:25:06-08:00,72.455,709.44,2012-08-12 15:52:25-08:00,16.369299221357064,20.8,DIAMOND_PRINCESS_0112
138,182,2012-08-10,ZAANDAM,246442000,9156527,Glacier Bay,Skagway,2012-08-10 07:05:04-08:00,2012-08-10 16:29:09-08:00,88.899,197.97,2012-08-14 09:23:05-08:00,12.571028037383178,15.0,ZAANDAM_0114
139,61,2012-08-10,ISLAND PRINCESS,310384000,9230402,Skagway,Hubbard Glacier,2012-08-10 08:58:06-08:00,2012-08-10 18:35:01-08:00,11.585,117.66,2012-08-11 06:10:06-08:00,10.179855072463768,13.3,ISLAND_PRINCESS_0110
140,16,2012-08-11,CORAL PRINCESS,310376000,9229659,Glacier Bay,Skagway,2012-08-11 06:02:08-08:00,2012-08-11 15:07:01-08:00,89.868,284.61,2012-08-15 08:59:07-08:00,15.109271523178808,19.5,CORAL_PRINCESS_0104
141,142,2012-08-12,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-08-12 06:52:07-08:00,2012-08-12 16:28:04-08:00,16.917,302.16,2012-08-13 09:23:04-08:00,17.877492596248768,21.6,VOLENDAM_0118
142,34,2012-08-13,DIAMOND PRINCESS,310404000,9228198,Skagway,Hubbard Glacier,2012-08-13 09:17:05-08:00,2012-08-13 19:31:03-08:00,9.367,116.35,2012-08-14 04:53:05-08:00,12.438571428571429,14.7,DIAMOND_PRINCESS_0116
143,162,2012-08-14,WESTERDAM,244128000,9226891,Ketchikan,atSea,2012-08-14 07:04:01-08:00,2012-08-14 18:15:04-08:00,38.2,319.0,2012-08-16 06:18:03-08:00,10.43070516379789,17.0,WESTERDAM_0082
144,183,2012-08-14,ZAANDAM,246442000,9156527,Haines,Glacier Bay,2012-08-14 09:40:05-08:00,2012-08-14 19:52:02-08:00,9.683,106.63,2012-08-15 05:33:01-08:00,11.021588946459413,14.7,ZAANDAM_0116
145,201,2012-08-15,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-08-15 06:13:09-08:00,2012-08-15 15:13:08-08:00,18.231,328.02,2012-08-16 09:27:00-08:00,17.965700483091787,20.7,ZUIDERDAM_0110
146,17,2012-08-15,CORAL PRINCESS,310376000,9229659,Skagway,Glacier Bay,2012-08-15 09:19:07-08:00,2012-08-15 19:15:03-08:00,9.55,116.22,2012-08-16 04:48:03-08:00,12.177504393673113,14.5,CORAL_PRINCESS_0106
147,82,2012-08-16,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-08-16 05:52:05-08:00,2012-08-16 14:42:00-08:00,14.784,301.97,2012-08-17 05:29:02-08:00,20.395443925233646,24.3,NORWEGIAN_PEARL_0328
148,100,2012-08-16,SAPPHIRE PRINCESS,310405000,9228186,Hubbard Glacier,Skagway,2012-08-16 06:19:09-08:00,2012-08-16 15:18:07-08:00,72.965,735.6,2012-08-19 16:16:01-08:00,16.818869936034112,19.3,SAPPHIRE_PRINCESS_0114
149,123,2012-08-17,STATENDAM,244078000,8919245,Glacier Bay,Skagway,2012-08-17 07:01:00-08:00,2012-08-17 16:05:03-08:00,89.341,192.26,2012-08-21 09:25:32-08:00,13.4941475826972,20.3,STATENDAM_0104
150,143,2012-08-19,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-08-19 06:52:01-08:00,2012-08-19 18:08:06-08:00,15.584,301.93,2012-08-20 09:43:08-08:00,19.458769230769228,22.5,VOLENDAM_0126
151,62,2012-08-20,ISLAND PRINCESS,310384000,9230402,Hubbard Glacier,Skagway,2012-08-20 06:04:47-08:00,2012-08-20 15:01:07-08:00,72.937,701.1,2012-08-23 15:57:19-08:00,16.327549467275496,19.4,ISLAND_PRINCESS_0124
152,101,2012-08-20,SAPPHIRE PRINCESS,310405000,9228186,Skagway,Hubbard Glacier,2012-08-20 09:20:09-08:00,2012-08-20 18:57:34-08:00,9.727,117.93,2012-08-21 04:41:10-08:00,12.16404833836858,15.1,SAPPHIRE_PRINCESS_0118
153,163,2012-08-21,WESTERDAM,244128000,9226891,atSea,Juneau,2012-08-21 07:07:42-08:00,2012-08-21 18:20:38-08:00,22.332,241.33,2012-08-23 05:46:07-08:00,12.050637880274778,14.9,WESTERDAM_0088
154,124,2012-08-21,STATENDAM,244078000,8919245,Haines,Glacier Bay,2012-08-21 09:50:01-08:00,2012-08-21 19:00:02-08:00,10.797,105.76,2012-08-22 05:47:52-08:00,9.862755102040817,12.6,STATENDAM_0106
155,46,2012-08-22,GOLDEN PRINCESS,310344000,9192351,Icy Strait Point,Skagway,2012-08-22 05:59:54-08:00,2012-08-22 14:13:01-08:00,1.623,28.49,2012-08-22 15:50:25-08:00,18.452459016393444,22.3,GOLDEN_PRINCESS_0108
156,202,2012-08-22,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-08-22 06:12:11-08:00,2012-08-22 15:10:06-08:00,18.383,328.91,2012-08-23 09:33:06-08:00,17.64915254237288,20.7,ZUIDERDAM_0118
157,83,2012-08-23,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-08-23 05:57:10-08:00,2012-08-23 14:44:05-08:00,14.807,302.72,2012-08-24 05:32:29-08:00,20.086805555555557,25.3,NORWEGIAN_PEARL_0346
158,35,2012-08-23,DIAMOND PRINCESS,310404000,9228198,Hubbard Glacier,Skagway,2012-08-23 06:15:34-08:00,2012-08-23 15:18:09-08:00,72.523,703.87,2012-08-26 15:49:33-08:00,15.973846153846154,19.5,DIAMOND_PRINCESS_0130
159,184,2012-08-24,ZAANDAM,246442000,9156527,Glacier Bay,Skagway,2012-08-24 07:07:10-08:00,2012-08-24 16:26:24-08:00,88.912,187.76,2012-08-28 09:21:06-08:00,12.393573264781493,14.8,ZAANDAM_0130
160,63,2012-08-24,ISLAND PRINCESS,310384000,9230402,Skagway,Hubbard Glacier,2012-08-24 09:03:03-08:00,2012-08-24 18:39:01-08:00,11.418,117.41,2012-08-25 06:04:04-08:00,10.456550218340611,12.8,ISLAND_PRINCESS_0128
161,18,2012-08-25,CORAL PRINCESS,310376000,9229659,Glacier Bay,Skagway,2012-08-25 05:56:31-08:00,2012-08-25 14:45:08-08:00,90.186,329.45,2012-08-29 08:56:17-08:00,15.510159362549802,18.6,CORAL_PRINCESS_0120
162,110,2012-08-26,SEA PRINCESS,310465000,9150913,Ketchikan,Skagway,2012-08-26 06:02:03-08:00,2012-08-26 15:38:01-08:00,16.551,302.06,2012-08-27 08:11:04-08:00,17.76473354231975,22.1,SEA_PRINCESS_0086
163,144,2012-08-26,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-08-26 07:02:30-08:00,2012-08-26 16:27:08-08:00,16.882,302.61,2012-08-27 09:20:02-08:00,17.756296296296295,20.7,VOLENDAM_0134
164,36,2012-08-27,DIAMOND PRINCESS,310404000,9228198,Skagway,Hubbard Glacier,2012-08-27 09:15:08-08:00,2012-08-27 19:34:16-08:00,9.313,117.36,2012-08-28 04:53:02-08:00,12.600458715596329,15.2,DIAMOND_PRINCESS_0134
165,164,2012-08-28,WESTERDAM,244128000,9226891,atSea,atSea,2012-08-28 07:07:08-08:00,2012-08-28 17:48:02-08:00,150.968,892.86,2012-08-30 06:23:08-08:00,14.27073569482289,23.3,WESTERDAM_0094
166,185,2012-08-28,ZAANDAM,246442000,9156527,Haines,Glacier Bay,2012-08-28 09:41:06-08:00,2012-08-28 19:16:02-08:00,10.251,106.54,2012-08-29 05:31:04-08:00,10.296223021582733,15.1,ZAANDAM_0132
167,203,2012-08-29,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-08-29 06:14:02-08:00,2012-08-29 15:06:05-08:00,19.285,330.6,2012-08-30 10:23:10-08:00,16.984932735426007,21.6,ZUIDERDAM_0126
168,19,2012-08-29,CORAL PRINCESS,310376000,9229659,Skagway,Glacier Bay,2012-08-29 09:15:08-08:00,2012-08-29 19:11:08-08:00,9.616,116.7,2012-08-30 04:48:07-08:00,12.15391304347826,17.6,CORAL_PRINCESS_0122
169,84,2012-08-30,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-08-30 05:57:00-08:00,2012-08-30 14:33:01-08:00,14.917,303.39,2012-08-31 05:28:02-08:00,20.37368421052632,25.0,NORWEGIAN_PEARL_0360
170,102,2012-08-30,SAPPHIRE PRINCESS,310405000,9228186,Hubbard Glacier,Skagway,2012-08-30 06:21:10-08:00,2012-08-30 15:58:02-08:00,71.983,696.77,2012-09-02 15:57:01-08:00,15.957354618015962,18.8,SAPPHIRE_PRINCESS_0132
171,125,2012-08-31,STATENDAM,244078000,8919245,Glacier Bay,Skagway,2012-08-31 07:00:11-08:00,2012-08-31 16:05:17-08:00,89.38,182.52,2012-09-04 09:28:06-08:00,13.2412109375,19.1,STATENDAM_0120
172,145,2012-09-02,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-09-02 06:49:01-08:00,2012-09-02 16:16:06-08:00,17.166,302.14,2012-09-03 09:26:03-08:00,17.61984435797665,20.5,VOLENDAM_0142
173,64,2012-09-03,ISLAND PRINCESS,310384000,9230402,Hubbard Glacier,Skagway,2012-09-03 07:15:48-08:00,2012-09-03 15:21:06-08:00,72.653,689.65,2012-09-06 16:00:17-08:00,16.293340611353713,20.6,ISLAND_PRINCESS_0142
174,103,2012-09-03,SAPPHIRE PRINCESS,310405000,9228186,Skagway,Hubbard Glacier,2012-09-03 09:24:03-08:00,2012-09-03 19:10:04-08:00,9.433,118.49,2012-09-04 04:36:03-08:00,12.576595744680853,15.5,SAPPHIRE_PRINCESS_0136
175,165,2012-09-04,WESTERDAM,244128000,9226891,Ketchikan,Juneau,2012-09-04 07:07:02-08:00,2012-09-04 19:47:00-08:00,34.724,289.62,2012-09-06 06:16:06-08:00,10.261409796893666,19.6,WESTERDAM_0100
176,126,2012-09-04,STATENDAM,244078000,8919245,Haines,Glacier Bay,2012-09-04 09:53:14-08:00,2012-09-04 19:36:04-08:00,10.234,105.18,2012-09-05 05:50:06-08:00,10.290196078431373,13.6,STATENDAM_0122
177,47,2012-09-05,GOLDEN PRINCESS,310344000,9192351,Ketchikan,Skagway,2012-09-05 06:15:08-08:00,2012-09-05 14:34:03-08:00,15.033,303.0,2012-09-06 05:36:02-08:00,20.175950782997766,23.3,GOLDEN_PRINCESS_0128
178,204,2012-09-05,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-09-05 06:23:06-08:00,2012-09-05 15:30:01-08:00,18.2,327.93,2012-09-06 09:42:00-08:00,17.990297790585974,21.1,ZUIDERDAM_0134
179,85,2012-09-06,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-09-06 06:14:03-08:00,2012-09-06 14:53:05-08:00,14.615,304.48,2012-09-07 05:30:00-08:00,20.814742857142853,25.1,NORWEGIAN_PEARL_0396
180,37,2012-09-06,DIAMOND PRINCESS,310404000,9228198,Hubbard Glacier,Skagway,2012-09-06 06:25:01-08:00,2012-09-06 15:06:06-08:00,72.751,615.01,2012-09-09 15:51:11-08:00,15.585098039215687,19.3,DIAMOND_PRINCESS_0148
181,186,2012-09-07,ZAANDAM,246442000,9156527,Glacier Bay,Skagway,2012-09-07 07:07:06-08:00,2012-09-07 16:40:19-08:00,88.797,190.26,2012-09-11 09:28:10-08:00,13.057659208261619,18.3,ZAANDAM_0146
182,65,2012-09-07,ISLAND PRINCESS,310384000,9230402,Skagway,Hubbard Glacier,2012-09-07 09:00:01-08:00,2012-09-07 18:32:01-08:00,11.551,116.98,2012-09-08 06:05:03-08:00,10.135166425470333,13.0,ISLAND_PRINCESS_0146
183,20,2012-09-08,CORAL PRINCESS,310376000,9229659,Glacier Bay,Skagway,2012-09-08 06:30:22-08:00,2012-09-08 14:58:44-08:00,89.886,281.58,2012-09-12 08:51:52-08:00,14.158666666666667,18.6,CORAL_PRINCESS_0136
184,22,2012-09-08,DAWN PRINCESS,310437000,9103996,Glacier Bay,Juneau,2012-09-08 06:43:03-08:00,2012-09-08 16:13:27-08:00,0.0,0.0,2012-09-08 16:13:27-08:00,,,DAWN_PRINCESS_0008
185,146,2012-09-09,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-09-09 06:47:07-08:00,2012-09-09 16:09:01-08:00,17.117,300.67,2012-09-10 09:16:03-08:00,17.583317073170733,19.7,VOLENDAM_0150
186,38,2012-09-10,DIAMOND PRINCESS,310404000,9228198,Skagway,Hubbard Glacier,2012-09-10 11:01:31-08:00,2012-09-10 19:25:02-08:00,9.452,117.1,2012-09-11 04:52:09-08:00,12.40709219858156,14.3,DIAMOND_PRINCESS_0152
187,166,2012-09-11,WESTERDAM,244128000,9226891,Ketchikan,atSea,2012-09-11 07:04:10-08:00,2012-09-11 19:23:01-08:00,38.595,345.45,2012-09-13 06:10:04-08:00,11.569203951191167,19.2,WESTERDAM_0106
188,187,2012-09-11,ZAANDAM,246442000,9156527,Haines,Glacier Bay,2012-09-11 09:47:01-08:00,2012-09-11 19:40:00-08:00,9.867,106.32,2012-09-12 05:32:00-08:00,10.788135593220339,11.9,ZAANDAM_0148
189,205,2012-09-12,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-09-12 06:29:10-08:00,2012-09-12 15:16:17-08:00,18.346,328.4,2012-09-13 09:37:04-08:00,17.856457925636008,21.0,ZUIDERDAM_0142
190,21,2012-09-12,CORAL PRINCESS,310376000,9229659,Skagway,Glacier Bay,2012-09-12 09:02:04-08:00,2012-09-12 19:06:10-08:00,9.683,116.88,2012-09-13 04:47:07-08:00,12.087564766839378,14.3,CORAL_PRINCESS_0138
191,86,2012-09-13,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-09-13 07:07:49-08:00,2012-09-13 14:38:03-08:00,14.9,301.87,2012-09-14 05:32:03-08:00,20.29023569023569,24.2,NORWEGIAN_PEARL_0404
192,104,2012-09-13,SAPPHIRE PRINCESS,310405000,9228186,Whittier,Skagway,2012-09-13 07:23:31-08:00,2012-09-13 15:33:04-08:00,54.457,429.73,2012-09-15 22:00:31-08:00,15.77639751552795,18.8,SAPPHIRE_PRINCESS_0150
193,3,2012-09-14,CARNIVAL SPIRIT,229136000,9188647,Skagway,Juneau,2012-09-14 07:23:02-08:00,2012-09-14 18:16:04-08:00,12.301,139.48,2012-09-15 06:34:06-08:00,11.351494565217392,13.2,CARNIVAL_SPIRIT_0162
194,147,2012-09-16,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-09-16 07:06:00-08:00,2012-09-16 15:55:05-08:00,17.516,303.45,2012-09-17 09:26:01-08:00,17.26387035271687,19.9,VOLENDAM_0158
195,66,2012-09-17,ISLAND PRINCESS,310384000,9230402,Whittier,Skagway,2012-09-17 06:46:09-08:00,2012-09-17 14:25:52-08:00,55.603,434.02,2012-09-19 22:02:02-08:00,15.924390243902439,20.5,ISLAND_PRINCESS_0160
196,1,2012-09-17,AMSTERDAM,244370000,9188037,Glacier Bay,Icy Strait Point,2012-09-17 07:09:01-08:00,2012-09-17 17:18:09-08:00,0.0,0.0,2012-09-17 17:18:09-08:00,,,AMSTERDAM_0126
197,167,2012-09-18,WESTERDAM,244128000,9226891,atSea,atSea,2012-09-18 07:06:00-08:00,2012-09-18 18:19:08-08:00,41.031,368.43,2012-09-20 06:13:09-08:00,11.621243243243244,21.3,WESTERDAM_0112
198,127,2012-09-18,STATENDAM,244078000,8919245,Haines,Skagway,2012-09-18 09:56:01-08:00,2012-09-18 18:43:06-08:00,11.083,105.35,2012-09-19 05:48:06-08:00,9.516289592760183,12.2,STATENDAM_0136
199,48,2012-09-19,GOLDEN PRINCESS,310344000,9192351,Ketchikan,Skagway,2012-09-19 06:37:08-08:00,2012-09-19 14:34:04-08:00,14.999,301.77,2012-09-20 05:34:02-08:00,20.140924464487036,23.4,GOLDEN_PRINCESS_0144
200,206,2012-09-19,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-09-19 06:50:05-08:00,2012-09-19 15:22:07-08:00,18.15,328.51,2012-09-20 09:31:08-08:00,18.068832487309646,20.8,ZUIDERDAM_0150
201,87,2012-09-20,NORWEGIAN PEARL,309653000,9342281,Ketchikan,Skagway,2012-09-20 06:51:03-08:00,2012-09-20 15:19:00-08:00,14.1,303.46,2012-09-21 05:25:01-08:00,21.56172985781991,25.7,NORWEGIAN_PEARL_0424
202,39,2012-09-20,DIAMOND PRINCESS,310404000,9228198,Glacier Bay,Skagway,2012-09-20 07:03:07-08:00,2012-09-20 15:33:09-08:00,0.0,0.0,2012-09-20 15:33:09-08:00,,,DIAMOND_PRINCESS_0166
203,67,2012-09-21,ISLAND PRINCESS,310384000,9230402,Skagway,Hubbard Glacier,2012-09-21 08:48:00-08:00,2012-09-21 17:28:05-08:00,12.634,128.36,2012-09-22 06:06:06-08:00,10.169444444444444,12.9,ISLAND_PRINCESS_0166
204,148,2012-09-23,VOLENDAM,245968000,9156515,Ketchikan,Skagway,2012-09-23 07:00:08-08:00,2012-09-23 16:14:23-08:00,17.11,302.77,2012-09-24 09:21:00-08:00,17.646243902439025,19.9,VOLENDAM_0166
205,168,2012-09-25,WESTERDAM,244128000,9226891,atSea,Glacier Bay,2012-09-25 07:01:04-08:00,2012-09-25 16:42:07-08:00,21.219,187.15,2012-09-26 09:38:02-08:00,10.887759131293187,17.5,WESTERDAM_0118
206,105,2012-09-26,SAPPHIRE PRINCESS,310405000,9228186,Ketchikan,Skagway,2012-09-26 06:51:06-08:00,2012-09-26 15:21:04-08:00,17.701,304.59,2012-09-27 09:03:08-08:00,17.00265654648956,21.6,SAPPHIRE_PRINCESS_0164
207,207,2012-09-26,ZUIDERDAM,245304000,9221279,Ketchikan,Skagway,2012-09-26 06:59:06-08:00,2012-09-26 15:32:00-08:00,17.951,307.35,2012-09-27 09:29:02-08:00,17.011880261927033,20.4,ZUIDERDAM_0158
