         391699057 function calls (391585293 primitive calls) in 50.544 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3088    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:356(<listcomp>)
     3546    0.001    0.000    0.001    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
      210    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/construction.py:494(<listcomp>)
      225    0.001    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:257(_get_values)
     3936    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:518(<genexpr>)
     7749    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
     1773    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/api.py:296(<setcomp>)
      210    0.001    0.000    0.125    0.001 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1937(create_block_manager_from_column_arrays)
     1968    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:636(_info_axis)
     3688    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:692(_constructor)
     1773    0.001    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:794(_rename)
      227    0.001    0.000    0.008    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:4655(reindex)
      848    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/numerictypes.py:356(issubdtype)
     1773    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/reshape/concat.py:604(_get_result_dim)
      583    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1289(_is_potential_multi_index)
     1788    0.001    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:7168(unpack_nested_dtype)
     3546    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      452    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/shape_base.py:81(atleast_2d)
     1773    0.001    0.000    0.001    0.000 /Users/Graham/cruise/ship.py:76(matchesLastCruise)
     1773    0.001    0.000    0.004    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_methods.py:42(_amin)
     1788    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:6293(_maybe_cast_listlike_indexer)
     2778    0.001    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/enum.py:792(value)
      195    0.001    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/urllib/parse.py:372(urlparse)
      596    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/base.py:155(_freeze)
      452    0.000    0.000    0.020    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/shape_base.py:222(vstack)
     3546    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1429(_refine_defaults_read)
     5146    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     5304    0.000    0.000    0.000    0.000 {method '_set_freq' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
     3673    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1862(_nonzero_dispatcher)
     3546    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/datetimelike.py:1876(validate_inferred_freq)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:176(_validate_parse_dates_presence)
     4373    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:229(disallow_kwargs)
     2039    0.000    0.000    0.000    0.000 {pandas._libs.lib.dtypes_all_equal}
     2142    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1711(sanitize_to_nanoseconds)
     3824    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/concat.py:674(<genexpr>)
      195    0.000    0.000    0.029    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:524(factorize_array)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:497(infer_compression)
     3561    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/datetimes.py:2359(_validate_dt64_dtype)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/_mixins.py:210(<listcomp>)
     4861    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
     1191    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/os.py:674(__getitem__)
      547    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:5650(f)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/common.py:187(not_none)
     3088    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:358(<setcomp>)
      596    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/posixpath.py:150(dirname)
     2585    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1773    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/base.py:118(_reset_cache)
      195    0.000    0.000    0.052    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:854(_get_compressed_codes)
     1773    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:306(__len__)
     3136    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     2191    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/compat/numpy/function.py:49(__call__)
     3546    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/lib/function_base.py:4995(_delete_dispatcher)
     2015    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/missing.py:107(clean_fill_method)
      852    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      595    0.000    0.000    0.014    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/__init__.py:111(resource_exists)
     1696    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/numerictypes.py:282(issubclass_)
     3578    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:331(_is_all_dates)
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:2102(<listcomp>)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:194(_set_noconvert_columns)
     4553    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1773    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
      390    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:115(_ensure_data)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:248(mgr_locs)
      195    0.000    0.000    0.042    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:659(_codes_and_uniques)
      210    0.000    0.000    0.009    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:10453(any)
     3546    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/__init__.py:259(__str__)
     1788    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:5905(_index_as_unique)
     3868    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:1772(<genexpr>)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/datetimes.py:2329(_maybe_infer_tz)
      225    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:189(_data)
      585    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/posixpath.py:228(expanduser)
      195    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/datetimes.py:505(_check_compatible_with)
      454    0.000    0.000    0.004    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:4952(<genexpr>)
      585    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:155(_expand_user)
      193    0.000    0.000    0.075    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1235(sorted_data)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:193(_reconstruct_data)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/typing.py:719(__instancecheck__)
     2551    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      452    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1012(argsort)
     3531    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/base.py:386(_can_hold_na)
      195    0.000    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:936(close)
      195    0.000    0.000    0.007    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:308(_check_object_for_strings)
      195    0.000    0.000    0.053    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:711(_get_splitter)
     1773    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
      480    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
     1191    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/_collections_abc.py:760(get)
      195    0.000    0.000    0.009    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:650(group_index)
      195    0.000    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:127(is_url)
      127    0.000    0.000    0.008    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:1541(as_array)
      390    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:195(stringify_path)
      227    0.000    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:5265(identical)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:610(_set_noconvert_dtype_columns)
      547    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:5646(_consolidate_inplace)
     1191    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/os.py:754(encode)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      547    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:618(consolidate)
      210    0.000    0.000    0.004    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:488(nanany)
      195    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
      195    0.000    0.000    0.008    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:299(_get_data_algo)
      381    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(putmask)
      195    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:103(close)
      227    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:514(_construct_axes_from_arguments)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:925(_convert_grouper)
      127    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/numerictypes.py:597(find_common_type)
     2330    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      195    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/urllib/parse.py:114(_coerce_args)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:812(_do_date_conversions)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:308(<dictcomp>)
     1166    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1314(<genexpr>)
     2045    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:523(_constructor)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/codecs.py:309(__init__)
     1835    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:282(<dictcomp>)
      452    0.000    0.000    0.021    0.000 <__array_function__ internals>:177(vstack)
      240    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:429(__enter__)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/arrays/_mixins.py:176(_values_for_argsort)
      127    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/lib/function_base.py:5389(append)
      195    0.000    0.000    0.042    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:616(codes)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:205(<dictcomp>)
  269/201    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     1788    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:6022(_is_comparable_dtype)
      452    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(argsort)
      195    0.000    0.000    0.053    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:832(group_info)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:4060(_check_inplace_and_allows_duplicate_labels)
      195    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:1991(__contains__)
      257    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:522(equals)
      386    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/common.py:115(ensure_python_int)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:660(__init__)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1198(__init__)
      420    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:570(name)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:751(__iter__)
      240    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:434(__exit__)
      210    0.000    0.000    0.009    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:7230(isna)
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/base.py:340(_is_boolean)
      127    0.000    0.000    0.009    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/frame.py:10814(values)
     1387    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/posixpath.py:41(_get_sep)
     1773    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:265(_should_fallback_to_positional)
      452    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(atleast_2d)
      210    0.000    0.000    0.010    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/series.py:5276(isna)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:732(group_keys_seq)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1263(get_splitter)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:1055(_maybe_memory_map)
      210    0.000    0.000    0.009    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/generic.py:10875(any)
      193    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:383(_make_index)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1318(_validate_parse_dates_arg)
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:98(is_file_like)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/common.py:239(is_fsspec_url)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:898(__getattr__)
      193    0.000    0.000    0.006    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1217(_sort_idx)
     1973    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      381    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:222(get_values)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/typing.py:848(__subclasscheck__)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/copy.py:66(copy)
      210    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:2232(is_unique)
      195    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:206(<listcomp>)
      960    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:1154(_process_date_conversion)
      454    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/base.py:5278(<genexpr>)
      195    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      596    0.000    0.000    0.002    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/genericpath.py:16(exists)
      195    0.000    0.000    0.003    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1290(__exit__)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/common.py:201(all_none)
     1091    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/codecs.py:331(getstate)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:346(_na_ok_dtype)
     1773    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x111fbc040}
      195    0.000    0.000    0.000    0.000 <string>:2(__init__)
      596    0.000    0.000    0.014    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/__init__.py:1113(<genexpr>)
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/managers.py:2111(<listcomp>)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:237(_ensure_arraylike)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/blocks.py:898(setitem)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pytz/tzfile.py:24(build_tzinfo)
      193    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:304(<listcomp>)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/c_parser_wrapper.py:187(close)
      257    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:347(dtype)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1354(_clean_na_values)
      388    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/base_parser.py:371(_maybe_make_multi_index_columns)
      127    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1755(ravel)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:675(_selected_obj)
      452    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
      127    0.000    0.000    0.004    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/base.py:210(interleaved_dtype)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/ops.py:795(levels)
      195    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
      390    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:804(<genexpr>)
      195    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/algorithms.py:289(_get_values_for_rank)
      124    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:426(is_inferred_bool_dtype)
      508    0.000    0.000    0.001    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1835(<genexpr>)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/nanops.py:213(_maybe_get_mask)
      422    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      210    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/internals/construction.py:233(mgr_to_mgr)
      127    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(append)
      225    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/core/indexes/range.py:264(stop)
      195    0.000    0.000    0.000    0.000 /opt/homebrew/Caskroom/miniforge/base/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1008(_check_file_or_buffer)
